name,base_name,stream_id,source,epg_id,score,method
PRIME: GOLFPASS RAW,GOLFPASS,,pass3_pluto,65493029ab052400089e9d2f,100.0,pass3-exact
PRIME: GRAHAM NORTON SHOW RAW,GRAHAM NORTON SHOW,,pass3_roku,5934441271a0583124d84d704f600bcc,95.0,pass3-fuzzy
PRIME: GRANDES PAREJAS RAW,GRANDES PAREJAS,,pass3_samsung,USBC2100012EJ,95.0,pass3-fuzzy
PRIME: GREAT AMERICAN ADVENTURES RAW,GREAT AMERICAN ADVENTURES,,us2,Great.American.Adventures.us2,98.0,exact
PRIME: GREAT BRITISH MENU RAW,GREAT BRITISH MENU,,pass3_plex_mjh,6a1610bebdf296985fd95603-64704596e536e0faaf10be9b,100.0,pass3-exact
PRIME: GREEN ACRES RAW,GREEN ACRES,,pass3_plex_mjh,6a1610bebdf296985fd95603-689fb2c329e3c9f1368c04a3,100.0,pass3-exact
PRIME: GRIT XTRA RAW,GRIT XTRA,,pass3_samsung,USBC24000213P,100.0,pass3-exact
PRIME: GROWING UP HIP HOP WE TV RAW,GROWING UP HIP HOP WE TV,,pass3_roku,a4d5fe37a0f5592dee5dbbb242d73fac,99.0,pass3-compact
PRIME: HALLMARK MOVIES & MORE RAW,HALLMARK MOVIES & MORE,,pass3_pluto,628e685ba3811100070551a8,100.0,pass3-exact
PRIME: HAUNTTV RAW,HAUNTTV,,pass3_australia,HauntTV.au,99.0,pass3-compact
PRIME: HBO 2 RAW,HBO 2,,us2,HBO2.HD.us2,97.0,compact
PRIME: HBO BOXING RAW,HBO BOXING,,pass3_roku,10638972fc51854fe8661c5cdbf89813,100.0,pass3-exact
PRIME: HBO COMEDY RAW,HBO COMEDY,,amazon_direct,amazon::HBO Comedy,100.0,amazon-exact
PRIME: HBO LATINO RAW,HBO LATINO,,amazon_direct,amazon::HBO Latino,100.0,amazon-exact
PRIME: HBO RAW,HBO,,amazon_direct,amazon::HBO,100.0,amazon-exact
PRIME: HBO SIGNATURE RAW,HBO SIGNATURE,,us2,HBO.Signature.HD.us2,98.0,exact
PRIME: HBO WEST RAW,HBO WEST,,amazon_direct,amazon::HBO West,100.0,amazon-exact
PRIME: HBO ZONE RAW,HBO ZONE,,us2,HBO.Zone.HD.us2,98.0,exact
PRIME: HEARTLAND RAW,HEARTLAND,,pass3_pluto,61f07513227feb00073ee6bc,100.0,pass3-exact
PRIME: HELL'S KITCHEN RAW,HELL'S KITCHEN,,pass3_australia,HellsKitchen.au,100.0,pass3-exact
PRIME: HELL'S KITCHEN/KITCHEN NIGHTMARES RAW,HELL'S KITCHEN/KITCHEN NIGHTMARES,,pass3_roku,b8c4f2efe56a512890042011e5cc0884,100.0,pass3-exact
PRIME: HERSPHERE RAW,HERSPHERE,,pass3_roku,1b5062d4ed345baeaceb0f0777057d2e,100.0,pass3-exact
PRIME: HGTV RAW,HGTV,,pass3_australia,HGTV.au,100.0,pass3-exact
PRIME: HI-YAH! RAW,HI-YAH!,,pass3_roku,2deae9b4e83550f88f6776c45df08315,100.0,pass3-exact
PRIME: HIGHWAY THRU HELL RAW,HIGHWAY THRU HELL,,pass3_roku,0b8a86b44ef0780c3b3226a63be07e0f,100.0,pass3-exact
PRIME: HISTORIA RAW,HISTORIA,,pass3_canada,Historia.HD.ca2,100.0,pass3-exact
PRIME: HISTORY HIT CHANNEL RAW,HISTORY HIT CHANNEL,,pass3_plex_mjh,6a1610bebdf296985fd95603-5f74cf83ffbe690040689f50,100.0,pass3-exact
PRIME: HISTORY HUNTERS RAW,HISTORY HUNTERS,,pass3_rakuten,UK:.History.Hunters.be,95.0,pass3-fuzzy
PRIME: HISTORY RAW,HISTORY,,us2,History.HD.us2,98.0,exact
PRIME: HISTORY UNTOLD RAW,HISTORY UNTOLD,,pass3_roku,23673ceb115736cb37eaca850d54d61e,100.0,pass3-exact
PRIME: HIT SITCOMS RAW,HIT SITCOMS,,pass3_pluto,66e0b4a3f0f17500085cc268,100.0,pass3-exact
PRIME: HOARDERS RAW,HOARDERS,,pass3_rakuten,UK:.Hoarders.be,95.0,pass3-fuzzy
PRIME: HOLLYWOOD SUITE 2000S RAW,HOLLYWOOD SUITE 2000S,,pass3_canada,Hollywood.Suite.2000s.ca2,100.0,pass3-exact
PRIME: HOLLYWOOD SUITE 2010S+ RAW,HOLLYWOOD SUITE 2010S+,,pass3_canada,Hollywood.Suite.2010s+.ca2,100.0,pass3-exact
PRIME: HOLLYWOOD SUITE 70S+ RAW,HOLLYWOOD SUITE 70S+,,pass3_canada,Hollywood.Suite.70s+.ca2,100.0,pass3-exact
PRIME: HOLLYWOOD SUITE 80S & 90S RAW,HOLLYWOOD SUITE 80S & 90S,,pass3_canada,Hollywood.Suite.80s.and.90s.ca2,100.0,pass3-exact
PRIME: HOME CRASHERS RAW,HOME CRASHERS,,pass3_roku,e52ec5f13f5b82dc44611384f2f6e89a,100.0,pass3-exact
PRIME: HOME NETWORK RAW,HOME NETWORK,,pass3_canada,Home.Network.HD.ca2,100.0,pass3-exact
PRIME: HOME.MADE.NATION RAW,HOME.MADE.NATION,,pass3_pluto,5dc1cb279c91420009db261d,100.0,pass3-exact
PRIME: HOMEFUL RAW,HOMEFUL,,pass3_australia,Homeful.au,100.0,pass3-exact
PRIME: HOMES UNDER THE HAMMER RAW,HOMES UNDER THE HAMMER,,pass3_rakuten,NO:.Homes.Under.the.Hammer.be,95.0,pass3-fuzzy
PRIME: HORROR STORIES RAW,HORROR STORIES,,pass3_plex_mjh,6a1610bebdf296985fd95603-66b136d2a9ef8c41ec0841ae,100.0,pass3-exact
PRIME: HOT ONES RAW,HOT ONES,,pass3_roku,fb29ccf15bc8583ca1db8c42902eeae8,100.0,pass3-exact
PRIME: HOW TO RAW,HOW TO,,pass3_roku,37638e4236da59f2baf44138b1482fa7,100.0,pass3-exact
PRIME: HSN RAW,HSN,,pass3_pluto,5f8a02476b72230007e62b7d,100.0,pass3-exact
PRIME: HUNTER RAW,HUNTER,,pass3_plex_mjh,6a1610bebdf296985fd95603-66f6b6baac1a1890ef197a4b,100.0,pass3-exact
PRIME: HUNTER X HUNTER RAW,HUNTER X HUNTER,,pass3_samsung,US270000585,100.0,pass3-exact
PRIME: I  (ALMOST) GOT AWAY WITH IT RAW,I  (ALMOST) GOT AWAY WITH IT,,pass3_roku,2d1c01b8e6728d4b59d89bf3dba04ba9,100.0,pass3-exact
PRIME: I SURVIVED... RAW,I SURVIVED...,,pass3_samsung,USBD1700008H9,100.0,pass3-exact
PRIME: ICE ROAD TRUCKERS RAW,ICE ROAD TRUCKERS,,pass3_samsung,USBB520002173,100.0,pass3-exact
PRIME: IFC FILMS PICKS RAW,IFC FILMS PICKS,,pass3_roku,f8e30bbf7d345413bff10b8c6ff499c8,100.0,pass3-exact
PRIME: IFC RAW,IFC,,amazon_direct,amazon::IFC,100.0,amazon-exact
PRIME: IMPOSSIBLE - QUIZ SHOW RAW,IMPOSSIBLE - QUIZ SHOW,,pass3_plex_mjh,6a1610bebdf296985fd95603-6308fa9c0417b7074a4ad959,100.0,pass3-exact
PRIME: IN THE GARAGE RAW,IN THE GARAGE,,pass3_roku,f22e101ef2ef31e3324bf9c33e042065,100.0,pass3-exact
PRIME: IN THE HEAT OF THE NIGHT RAW,IN THE HEAT OF THE NIGHT,,pass3_plex_mjh,6a1610bebdf296985fd95603-6876f8e2e50e77c59c8940c0,95.0,pass3-fuzzy
PRIME: IN TOUCH + RAW,IN TOUCH +,,pass3_whaletv,In.Touch.+.us,100.0,pass3-exact
PRIME: INSIDE CRIME RAW,INSIDE CRIME,,pass3_rakuten,UK:.Inside.Crime.be,95.0,pass3-fuzzy
PRIME: INSIDE EDITION RAW,INSIDE EDITION,,pass3_roku,d4a795f8590d54218069b495d273ac5a,100.0,pass3-exact
PRIME: INSPECTOR GADGET RAW,INSPECTOR GADGET,,pass3_roku,5c39abf0f5066308b08d741a5e98671b,100.0,pass3-exact
PRIME: INVESTIGATION DISCOVERY RAW,INVESTIGATION DISCOVERY,,us2,Investigation.Discovery.HD.us2,98.0,exact
PRIME: ION MYSTERY RAW,ION MYSTERY,,us2,ION.Mystery.us2,98.0,exact
PRIME: ION PLUS RAW,ION PLUS,,pass3_samsung,USBD300003LK,100.0,pass3-exact
PRIME: ION RAW,ION,,amazon_direct,amazon::ION,100.0,amazon-exact
PRIME: IRON CHEF RAW,IRON CHEF,,pass3_plex_mjh,6a1610bebdf296985fd95603-6707cfa5da81682f2d1e6837,100.0,pass3-exact
PRIME: JAIL RAW,JAIL,,pass3_plex_mjh,6a1610bebdf296985fd95603-6448ba1baf92c31f4a190c27,100.0,pass3-exact
PRIME: JAMIE OLIVER RAW,JAMIE OLIVER,,pass3_samsung,USBC4400016CL,100.0,pass3-exact
PRIME: JOEL OSTEEN CHANNEL RAW,JOEL OSTEEN CHANNEL,,pass3_roku,e35e1503bdf85e0fbb406b4663137473,100.0,pass3-exact
PRIME: JOHNNY CARSON TV RAW,JOHNNY CARSON TV,,pass3_roku,92b50144a69f5862a6d398c478fa6aa0,100.0,pass3-exact
PRIME: JUDGE NOSEY RAW,JUDGE NOSEY,,pass3_whaletv,Judge.Nosey.us,100.0,pass3-exact
PRIME: JUDY JUSTICE RAW,JUDY JUSTICE,,amazon_direct,amazon::Judy Justice,100.0,amazon-fuzzy
PRIME: KIDS & FAMILY FUN RAW,KIDS & FAMILY FUN,,amazon_direct,amazon::Kids & Family Fun,100.0,amazon-exact
PRIME: KIDS IN THE HALL RAW,KIDS IN THE HALL,,pass3_plex_mjh,6a1610bebdf296985fd95603-670858335b42d01c9391e325,95.0,pass3-fuzzy
PRIME: KIM'S CONVENIENCE RAW,KIM'S CONVENIENCE,,pass3_plex_mjh,6a1610bebdf296985fd95603-6707d359da81682f2d1e683c,100.0,pass3-exact
PRIME: KIRO SEATTLE (CBS) RAW,KIRO SEATTLE (CBS),,pass3_pluto,632b619c8d2a6c0007ff534e,95.0,pass3-fuzzy
PRIME: LAFF MORE RAW,LAFF MORE,,pass3_samsung,US3700002P0,100.0,pass3-exact
PRIME: LASSIE RAW,LASSIE,,pass3_samsung,US1800010NE,100.0,pass3-exact
PRIME: LAW & CRIME RAW,LAW & CRIME,,us2,Law.and.Crime.us2,98.0,exact
PRIME: LAWLESS RAW,LAWLESS,,pass3_plex_mjh,6a1610bebdf296985fd95603-654a6d313713a28d9f0b917f,100.0,pass3-exact
PRIME: LEAVE IT TO BEAVER RAW,LEAVE IT TO BEAVER,,pass3_roku,227141061ce994a5401122a76c090f34,100.0,pass3-exact
PRIME: LET'S MAKE A DEAL RAW,LET'S MAKE A DEAL,,pass3_pluto,6267352efcf21c0007c76642,100.0,pass3-exact
PRIME: LIFE BELOW ZERO RAW,LIFE BELOW ZERO,,pass3_samsung,US4100033DZ,100.0,pass3-exact
PRIME: LIFETIME (CANADA) RAW,LIFETIME (CANADA),,pass3_canada,Lifetime.HD.(Canada).ca2,100.0,pass3-exact
PRIME: LIFETIME MOVIES LOVE & DRAMA RAW,LIFETIME MOVIES LOVE & DRAMA,,plex,plex.tv.Lifetime.Movies.Love.&amp;.Drama.plex,95.0,fuzzy
PRIME: LITTLE HOUSE ON THE PRAIRIE RAW,LITTLE HOUSE ON THE PRAIRIE,,pass3_pluto,654933ac986ad20008a1f406,100.0,pass3-exact
PRIME: LIVE NOW BY FOX RAW,LIVE NOW BY FOX,,amazon_direct,amazon::LiveNOW by FOX,99.0,amazon-compact
PRIME: LIVE PD PRESENTS RAW,LIVE PD PRESENTS,,pass3_pluto,6887a4e01067b66fa16966ec,100.0,pass3-exact
PRIME: LIVING WITH EVIL RAW,LIVING WITH EVIL,,pass3_pluto,68bb164fb3900870ec368759,100.0,pass3-exact
PRIME: LOCALISH RAW,LOCALISH,,pass3_samsung,USBC4400005HY,100.0,pass3-exact
PRIME: LOCKED UP ABROAD RAW,LOCKED UP ABROAD,,pass3_samsung,US4100035CD,100.0,pass3-exact
PRIME: LOVE AFTER LOCKUP WE TV RAW,LOVE AFTER LOCKUP WE TV,,pass3_plex_mjh,6a1610bebdf296985fd95603-684059c5f36ba25bbd7fb81d,100.0,pass3-exact
PRIME: LOVE AND MARRIAGE RAW,LOVE AND MARRIAGE,,pass3_plex_mjh,6a1610bebdf296985fd95603-66a1b02777649467da169f14,100.0,pass3-exact
PRIME: LOVE KILLS RAW,LOVE KILLS,,us2,Love.Kills.us2,98.0,exact
PRIME: LOVE NATURE RAW,LOVE NATURE,,pass3_canada,Love.Nature.ca2,100.0,pass3-exact
PRIME: LOVE PETS RAW,LOVE PETS,,pass3_australia,LovePets.au,100.0,pass3-exact
PRIME: MAGELLANTV NOW RAW,MAGELLANTV NOW,,us2,MagellanTV.Now.us2,98.0,exact
PRIME: MAGELLANTV WILDEST RAW,MAGELLANTV WILDEST,,pass3_samsung,USAJ340000677,100.0,pass3-exact
PRIME: MAGNOLIA NETWORK RAW,MAGNOLIA NETWORK,,us2,Magnolia.Network.HD.us2,98.0,exact
PRIME: MATCHED MARRIED MEET RAW,MATCHED MARRIED MEET,,pass3_samsung,USBC440000193,100.0,pass3-exact
PRIME: MAVERICK BLACK CINEMA RAW,MAVERICK BLACK CINEMA,,plex,plex.tv.Maverick.Black.Cinema.plex,95.0,fuzzy
PRIME: MAX LATINO EAST RAW,MAX LATINO EAST,,amazon_direct,amazon::MAX Latino East,100.0,amazon-exact
PRIME: MEATEATER RAW,MEATEATER,,pass3_samsung,US21000043S,100.0,pass3-exact
PRIME: MEDICAL INCREDIBLE RAW,MEDICAL INCREDIBLE,,pass3_plex_mjh,6a1610bebdf296985fd95603-69d940018061ebfbca58c32c,100.0,pass3-exact
PRIME: MEGA RAW,MEGA,,us2,Mega.TV.HD.us2,98.0,exact
PRIME: MGM PRESENTS RAW,MGM PRESENTS,,pass3_roku,5263332f746c6b1bed25aa6c105a79d9,100.0,pass3-exact
PRIME: MGM PRESENTS: ACTION RAW,MGM PRESENTS: ACTION,,pass3_plex_mjh,6a1610bebdf296985fd95603-689fb42fba3be0bafe349d33,100.0,pass3-exact
PRIME: MGM PRESENTS: HORROR RAW,MGM PRESENTS: HORROR,,us2,MGM.Presents:.Horror.us2,100.0,alias
PRIME: MGM PRESENTS: WESTERNS RAW,MGM PRESENTS: WESTERNS,,us2,MGM.Presents:.Westerns.us2,100.0,alias
PRIME: MGM+ DRIVE-IN RAW,MGM+ DRIVE-IN,,amazon_direct,amazon::MGM+ DRIVE-IN,100.0,amazon-exact
PRIME: MGM+ HITS RAW,MGM+ HITS,,amazon_direct,amazon::MGM+ HITS,100.0,amazon-exact
PRIME: MGM+ MARQUEE RAW,MGM+ MARQUEE,,amazon_direct,amazon::MGM+ MARQUEE,100.0,amazon-exact
PRIME: MGM+ RAW,MGM+,,amazon_direct,amazon::MGM+,100.0,amazon-exact
PRIME: MHZ MYSTERIES RAW,MHZ MYSTERIES,,pass3_samsung,USAJ22000130U,100.0,pass3-exact
PRIME: MIDSOMER MURDERS RAW,MIDSOMER MURDERS,,pass3_pluto,5cbf6a868a1bce4a3d52a5e9,100.0,pass3-exact
PRIME: MILITARY HEROES RAW,MILITARY HEROES,,pass3_samsung,USBC39000204J,100.0,pass3-exact
PRIME: MILLION DOLLAR LISTING VAULT RAW,MILLION DOLLAR LISTING VAULT,,plex,plex.tv.Million.Dollar.Listing.Vault.plex,95.0,fuzzy
PRIME: MIRAMAX MOVIE CHANNEL RAW,MIRAMAX MOVIE CHANNEL,,pass3_samsung,US18000163F,100.0,pass3-exact
PRIME: MLB RAW,MLB,,amazon_direct,amazon::MLB Network,100.0,amazon-exact
PRIME: MODERN INNOVATIONS BY HISTORY RAW,MODERN INNOVATIONS BY HISTORY,,plex,plex.tv.Modern.Innovations.by.History.plex,95.0,fuzzy
PRIME: MODERN MARVELS RAW,MODERN MARVELS,,pass3_roku,f2ad636c723a58b78276ee28f5edba58,100.0,pass3-exact
PRIME: MONSTER JAM RAW,MONSTER JAM,,pass3_pluto,65c69b683ba51e00084534a3,100.0,pass3-exact
PRIME: MONSTERS ARE REAL RAW,MONSTERS ARE REAL,,pass3_plex_mjh,6a1610bebdf296985fd95603-69d93ed38061ebfbca58c32a,100.0,pass3-exact
PRIME: MOTORVISION DE RAW,MOTORVISION DE,,pass3_whaletv,Motorvision.us,95.0,pass3-fuzzy
PRIME: MOVIE FAVORITES BY LIFETIME RAW,MOVIE FAVORITES BY LIFETIME,,pass3_pluto,63335b193583440007c859fb,95.0,pass3-fuzzy
PRIME: MOVIES RAW,MOVIES,,us2,Movies!.us2,98.0,exact
PRIME: MOVIESPHERE BY LIONSGATE RAW,MOVIESPHERE BY LIONSGATE,,pass3_roku,e1192d17771c5a059930192d439957ee,100.0,pass3-exact
PRIME: MOVIESPHERE RAW,MOVIESPHERE,,us2,MovieSphere.Gold.us2,95.0,fuzzy
PRIME: MR BEAN ANIMATED RAW,MR BEAN ANIMATED,,pass3_samsung,US170002608,100.0,pass3-exact
PRIME: MR BEAN LIVE ACTION RAW,MR BEAN LIVE ACTION,,pass3_plex_mjh,6a1610bebdf296985fd95603-671a924b79fce6628115432c,100.0,pass3-exact
PRIME: MRBEAST RAW,MRBEAST,,pass3_samsung,US310000101,100.0,pass3-exact
PRIME: MSG SPORTSZONE RAW,MSG SPORTSZONE,,us2,MSG.SportsZone.us2,98.0,exact
"PRIME: MURDER, SHE WROTE RAW","MURDER, SHE WROTE",,amazon_direct,"amazon::Murder, She Wrote",100.0,amazon-exact
PRIME: MV CLASSIC RAW,MV CLASSIC,,us2,MTV.Classic.us2,95.2,fuzzy
PRIME: MYSTERIOUS WORLDS RAW,MYSTERIOUS WORLDS,,pass3_roku,0be9ac2de942511596318c8c249236c8,100.0,pass3-exact
PRIME: MYSTERY SCIENCE THEATER 3000 RAW,MYSTERY SCIENCE THEATER 3000,,pass3_samsung,US4500004SQ,100.0,pass3-exact
PRIME: MYSTERY TV RAW,MYSTERY TV,,pass3_rakuten,UK:.Mystery.TV.be,95.0,pass3-fuzzy
PRIME: MYTHBUSTERS RAW,MYTHBUSTERS,,pass3_pluto,66e0b4866ad04d0008fff4d8,100.0,pass3-exact
PRIME: MYTHICAL 24/7 RAW,MYTHICAL 24/7,,pass3_samsung,US2900008FP,100.0,pass3-exact
PRIME: MYTIME MOVIE NETWORK RAW,MYTIME MOVIE NETWORK,,pass3_plex_mjh,6a1610bebdf296985fd95603-644875d7af92c31f4a190bc2,100.0,pass3-exact
PRIME: NARUTO RAW,NARUTO,,pass3_pluto,5da0c85bd2c9c10009370984,100.0,pass3-exact
PRIME: NASCAR RAW,NASCAR,,us2,NASCAR.Channel.us2,98.0,exact
PRIME: NASH BRIDGES RAW,NASH BRIDGES,,pass3_pluto,6675c742ca74680008566b88,100.0,pass3-exact
PRIME: NASHVILLE RAW,NASHVILLE,,pass3_samsung,US19000072T,100.0,pass3-exact
PRIME: NATIONAL GEOGRAPHIC RAW,NATIONAL GEOGRAPHIC,,us2,National.Geographic.HD.us2,98.0,exact
PRIME: NATIONAL LAMPOON RAW,NATIONAL LAMPOON,,pass3_samsung,US1800015K5,100.0,pass3-exact
PRIME: NBA RAW,NBA,,us2,NBA.TV.HD.us2,98.0,exact
PRIME: NBA TV HDTV RAW,NBA TV HDTV,,amazon_direct,amazon::NBA TV HDTV,100.0,amazon-exact
PRIME: NBC 10 BOSTON NEWS RAW,NBC 10 BOSTON NEWS,,pass3_roku,5ff5d4ad0db2591994479ff4c7573b26,100.0,pass3-exact
PRIME: NBC 10 PHILADELPHIA NEWS RAW,NBC 10 PHILADELPHIA NEWS,,pass3_roku,80734e4fe58c5bf08ee466c51d97b956,100.0,pass3-exact
PRIME: NBC 4 LOS ANGELES NEWS RAW,NBC 4 LOS ANGELES NEWS,,pass3_roku,7a725b0bd4935ce7bbbd18bdd3e4b5d7,100.0,pass3-exact
PRIME: NBC 4 NEW YORK NEWS RAW,NBC 4 NEW YORK NEWS,,pass3_roku,f389d9e365a5526b93b076fbb73a8160,100.0,pass3-exact
PRIME: NBC 4 WASHINGTON NEWS RAW,NBC 4 WASHINGTON NEWS,,pass3_roku,021707311e0b595597f97a389e0051e6,100.0,pass3-exact
PRIME: NBC 5 CHICAGO NEWS RAW,NBC 5 CHICAGO NEWS,,pass3_roku,9c0ccaa28c0b50f28ad27aaf2f224cf5,100.0,pass3-exact
PRIME: NBC 5 DALLAS-FORT WORTH NEWS RAW,NBC 5 DALLAS-FORT WORTH NEWS,,plex,plex.tv.NBC.5.Dallas.Fort.Worth.News.plex,95.0,fuzzy
PRIME: NBC 6 SOUTH FLORIDA NEWS RAW,NBC 6 SOUTH FLORIDA NEWS,,pass3_roku,122de661427a5a90803487fdfb2a1aab,100.0,pass3-exact
PRIME: NBC 7 SAN DIEGO NEWS RAW,NBC 7 SAN DIEGO NEWS,,pass3_roku,9668f239bcb05bad9a25803ea2df5d24,100.0,pass3-exact
PRIME: NBC BAY AREA NEWS RAW,NBC BAY AREA NEWS,,pass3_roku,047f1ce93f9451a8884d57a2ef4884b7,100.0,pass3-exact
PRIME: NBC COLORADO SPRINGS NEWS (KOAA) RAW,NBC COLORADO SPRINGS NEWS (KOAA),,locals,KOAA-DT.us_locals1,99.0,callsign
PRIME: NBC COMEDY VAULT RAW,NBC COMEDY VAULT,,us2,NBC.Comedy.Vault.us2,98.0,exact
PRIME: NBC CONNECTICUT NEWS RAW,NBC CONNECTICUT NEWS,,pass3_roku,e309cdf1e5d95670a3d5bbe4e6aa064b,100.0,pass3-exact
PRIME: NBC GREEN BAY NEWS (WGBA) RAW,NBC GREEN BAY NEWS (WGBA),,locals,WGBA-DT.us_locals1,99.0,callsign
PRIME: NBC KANSAS CITY (KSHB) RAW,NBC KANSAS CITY (KSHB),,locals,KSHB-DT.us_locals1,99.0,callsign
PRIME: NBC LAS VEGAS NEWS (KSNV) RAW,NBC LAS VEGAS NEWS (KSNV),,locals,KSNV-DT.us_locals1,99.0,callsign
PRIME: NBC LEXINGTON NEWS (WLEX) RAW,NBC LEXINGTON NEWS (WLEX),,locals,WLEX-DT.us_locals1,99.0,callsign
PRIME: NBC LX HOME RAW,NBC LX HOME,,pass3_samsung,USBB40000028E,100.0,pass3-exact
PRIME: NBC MILWAUKEE NEWS (WTMJ) RAW,NBC MILWAUKEE NEWS (WTMJ),,locals,WTMJ-DT.us_locals1,99.0,callsign
PRIME: NBC NEWS NOW RAW,NBC NEWS NOW,,amazon_direct,amazon::NBC News Now,100.0,amazon-fuzzy
PRIME: NBC PROVIDENCE-NEW BEDFORD NEWS (WJAR) RAW,NBC PROVIDENCE-NEW BEDFORD NEWS (WJAR),,locals,WJAR-DT.us_locals1,99.0,callsign
PRIME: NBC SAN ANTONIO NEWS (WOAI) RAW,NBC SAN ANTONIO NEWS (WOAI),,locals,WOAI-DT.us_locals1,99.0,callsign
PRIME: NBC SPORTS NOW RAW,NBC SPORTS NOW,,us2,NBC.Sports.Now.us2,98.0,exact
PRIME: NBC ST. LOUIS NEWS (KSDK) RAW,NBC ST. LOUIS NEWS (KSDK),,locals,KSDK-DT.us_locals1,99.0,callsign
PRIME: NBC WEST PALM BEACH (WPTV) RAW,NBC WEST PALM BEACH (WPTV),,locals,WPTV-DT.us_locals1,99.0,callsign
PRIME: NESN NATION RAW,NESN NATION,,pass3_samsung,US300062TG,100.0,pass3-exact
PRIME: NHL CHANNEL RAW,NHL CHANNEL,,us2,NHL.Network.HD.us2,98.0,exact
PRIME: NIKITA RAW,NIKITA,,pass3_plex_mjh,6a1610bebdf296985fd95603-69d93b7e8061ebfbca58c324,100.0,pass3-exact
PRIME: NIP / TUCK RAW,NIP / TUCK,,pass3_plex_mjh,6a1610bebdf296985fd95603-66b13485a9ef8c41ec0841ac,100.0,pass3-exact
PRIME: NO RESERVATIONS RAW,NO RESERVATIONS,,pass3_pluto,66ff0cf663292d0008320cf8,100.0,pass3-exact
PRIME: NOTICIAS TELEMUNDO AHORA RAW,NOTICIAS TELEMUNDO AHORA,,plex,plex.tv.Noticias.Telemundo.AHORA.plex,95.0,fuzzy
PRIME: NYPD BLUE RAW,NYPD BLUE,,pass3_roku,546a82f751540cf69e2f5a2f5af375ee,100.0,pass3-exact
PRIME: ONE CHAMPIONSHIP TV RAW,ONE CHAMPIONSHIP TV,,pass3_samsung,US2600006VY,100.0,pass3-exact
PRIME: ONE RAW,ONE,,us2,TV.ONE.HD.us2,98.0,exact
PRIME: OUTERSPHERE RAW,OUTERSPHERE,,pass3_samsung,USBD1200007FE,100.0,pass3-exact
PRIME: OUTLAW RAW,OUTLAW,,pass3_plex_mjh,6a1610bebdf296985fd95603-66213052abd90e037ccd1fe4,100.0,pass3-exact
PRIME: OUTTV RAW,OUTTV,,pass3_canada,OUTtv.ca2,100.0,pass3-exact
PRIME: OVERTIME RAW,OVERTIME,,pass3_samsung,US33000154M,100.0,pass3-exact
PRIME: OXYGEN TRUE CRIME ARCHIVES RAW,OXYGEN TRUE CRIME ARCHIVES,,plex,plex.tv.Oxygen.True.Crime.Archives.plex,95.0,fuzzy
PRIME: PAC-12 INSIDER RAW,PAC-12 INSIDER,,pass3_samsung,USBA300034DB,100.0,pass3-exact
PRIME: PARANORMAL FILES RAW,PARANORMAL FILES,,pass3_plex_mjh,6a1610bebdf296985fd95603-65e87f35335524a69e8e0ce0,100.0,pass3-exact
PRIME: PATERNITY COURT RAW,PATERNITY COURT,,pass3_roku,ce8a61a75e94b71f52ad51ed92b1ec65,100.0,pass3-exact
PRIME: PAW PATROL RAW,PAW PATROL,,amazon_direct,amazon::PAW Patrol,100.0,amazon-exact
PRIME: PAWS AND CLAWS RAW,PAWS AND CLAWS,,pass3_roku,ca27e73ea5315dd59ad7a75feff46b25,100.0,pass3-exact
PRIME: PBS ANTIQUES ROADSHOW RAW,PBS ANTIQUES ROADSHOW,,plex,plex.tv.PBS.Antiques.Roadshow.plex,95.0,fuzzy
PRIME: PBS FOOD RAW,PBS FOOD,,pass3_samsung,US13000081O,100.0,pass3-exact
PRIME: PBS GENEALOGY RAW,PBS GENEALOGY,,pass3_samsung,US130000639,100.0,pass3-exact
PRIME: PBS NATURE RAW,PBS NATURE,,pass3_pluto,640a64bd73e013000893d4e0,100.0,pass3-exact
PRIME: PBS TRAVEL RAW,PBS TRAVEL,,pass3_samsung,US1300005MK,100.0,pass3-exact
PRIME: PERFORM RAW,PERFORM,,pass3_samsung,USBB520002604,100.0,pass3-exact
PRIME: PGA TOUR RAW,PGA TOUR,,pass3_samsung,US400001M2,100.0,pass3-exact
PRIME: PICKLEBALLTV RAW,PICKLEBALLTV,,pass3_samsung,USBD4200016QR,100.0,pass3-exact
PRIME: PICKLETV RAW,PICKLETV,,pass3_plex_mjh,6a1610bebdf296985fd95603-63ec0b739866d8d2120ac759,100.0,pass3-exact
PRIME: PINK PANTHER RAW,PINK PANTHER,,pass3_plex_mjh,6a1610bebdf296985fd95603-6876f76054325376973fd314,100.0,pass3-exact
PRIME: PIXL RAW,PIXL,,amazon_direct,amazon::pixl,100.0,amazon-exact
PRIME: PLACES & SPACES RAW,PLACES & SPACES,,pass3_roku,65506c44c9535b3787d255f333e7b1f7,100.0,pass3-exact
PRIME: POKÉMON RAW,POKÉMON,,pass3_pluto,6675c7868768aa0008d7f1c7,100.0,pass3-exact
PRIME: PORTLANDIA RAW,PORTLANDIA,,pass3_samsung,USBD12000038K,100.0,pass3-exact
PRIME: POWER RANGERS RAW,POWER RANGERS,,pass3_samsung,US2900012T8,100.0,pass3-exact
PRIME: POWERNATION RAW,POWERNATION,,pass3_pluto,63b48016d9dd51000828fa37,100.0,pass3-exact
PRIME: PREMIER SPORTS 1 RAW,PREMIER SPORTS 1,,pass3_uk,Premier.Sports.1.HD.uk,100.0,pass3-exact
